Marca,Model,Anul,Kilometrajul,Capacitatea motorului,Tipul de combustibil,Preț
Citroën,DS4,2012,165 000 km,1 997 cm3,Diesel,7 199
Citroën,DS5 Hybrid4,2013,221 947 km,1 997 cm3,Hibrid,9 450
Citroën,DS5,2013,180 000 km,1 997 cm3,Hibrid,10 491
Citroën,C3,2012,223 000 km,1 560 cm3,Diesel,4 200
Citroën,C-Crosser FAP,2008,228 000 km,2 179 cm3,Diesel,5 999
Hyundai,ix35,2015,215 000 km,1 995 cm3,Diesel,8 900
Hyundai,Tucson,2020,55 248 km,1 591 cm3,Benzina,21 900
Hyundai,KONA,2022,79 683 km,998 cm3,Benzina,14 949
Hyundai,ix35,2010,145 488 km,1 995 cm3,Diesel,11 250
Hyundai,ix35,2012,223 000 km,1 995 cm3,Diesel,9 900
Hyundai,i20,2023,1 km,998 cm3,Benzina,19 900
Hyundai,I30 Fastback,2019,66 091 km,1 353 cm3,Benzina,16 000
Hyundai,Santa Fe,2015,125 800 km,2 199 cm3,Diesel,18 500
Hyundai,i20,2011,73 793 km,1 248 cm3,Benzina,4 200
Hyundai,ix35,2012,145 000 km,1 995 cm3,Diesel,9 750
Hyundai,Santa Fe,2012,325 000 km,2 199 cm3,Diesel,6 500
Hyundai,KONA,2021,23 200 km,998 cm3,Benzina,17 000
Hyundai,Santa Fe,2015,162 000 km,2 199 cm3,Diesel,17 950
Hyundai,Tucson blue,2017,138 770 km,1 685 cm3,Diesel,14 190
Hyundai,ix35,2014,155 595 km,1 995 cm3,Diesel,12 950
Hyundai,Santa Fe,2006,180 138 km,2 188 cm3,Diesel,2 550
Hyundai,i20,2021,43 569 km,1 197 cm3,Benzina,11 949
Hyundai,I30 i30cw,2012,138 000 km,1 396 cm3,Benzina,5 440
Hyundai,Elantra,2019,52 000 km,1 591 cm3,Benzina,15 000
Hyundai,I30,2014,139 000 km,1 396 cm3,Benzina,8 440
Hyundai,ix35,2011,159 000 km,1 995 cm3,Diesel,10 499
Hyundai,ix35,2015,230 000 km,1 995 cm3,Diesel,10 990
Hyundai,i20,2022,5 000 km,1 197 cm3,Benzina,13 250
Hyundai,Tucson,2020,81 000 km,1 598 cm3,Diesel,24 990
Hyundai,i10,2019,102 193 km,998 cm3,Benzina,8 350
Hyundai,Tucson,2019,191 000 km,1 995 cm3,Diesel,19 750
Hyundai,IONIQ Hybrid,2017,83 700 km,1 580 cm3,Hibrid,15 500
Hyundai,I30,2012,130 000 km,1 591 cm3,Benzina,6 330
Hyundai,Tucson blue,2020,179 500 km,1 598 cm3,Diesel,15 900
Hyundai,Tucson blue,2016,110 000 km,1 685 cm3,Diesel,16 490
Hyundai,i20,2018,58 757 km,1 248 cm3,Benzina,8 280
Hyundai,ix35,2011,189 000 km,1 995 cm3,Diesel,8 499
Hyundai,ix35,2015,200 000 km,1 995 cm3,Diesel,10 950
Hyundai,IONIQ Hybrid,2018,174 235 km,1 580 cm3,Hibrid,13 750
Hyundai,Tucson,2008,199 000 km,1 975 cm3,Benzina,3 999
Hyundai,KONA,2022,34 128 km,998 cm3,Benzina,17 998
Hyundai,Tucson,2021,31 426 km,1 598 cm3,Benzina,22 500
Hyundai,Tucson,2015,213 450 km,1 685 cm3,Diesel,12 990
Hyundai,KONA,2019,77 680 km,998 cm3,Benzina,14 990
Hyundai,Elantra,2024,1 km,1 598 cm3,Benzina,24 061
Hyundai,Tucson,2019,132 000 km,1 995 cm3,Diesel,21 400
Hyundai,i40,2016,126 000 km,1 685 cm3,Diesel,11 000
Hyundai,Tucson,2021,24 987 km,1 598 cm3,Hibrid Plug-In,36 070
Hyundai,Elantra,2023,2 km,1 598 cm3,Benzina,22 589
Hyundai,Tucson,2020,208 000 km,1 598 cm3,Diesel,15 708
Hyundai,IONIQ Hybrid,2022,24 341 km,1 580 cm3,Hibrid,22 950
Hyundai,ix35,2010,192 300 km,1 995 cm3,Diesel,8 990
Hyundai,I30,2016,78 000 km,1 368 cm3,Benzina,9 000
Hyundai,KONA,2019,49 964 km,1 580 cm3,Hibrid,19 499
Hyundai,Elantra,2023,19 766 km,1 598 cm3,Benzina,21 500
Hyundai,IONIQ Plug-In,2020,109 967 km,1 580 cm3,Hibrid Plug-In,17 998
Hyundai,ix35,2015,193 000 km,1 685 cm3,Diesel,11 500
Hyundai,Tucson blue,2016,180 000 km,1 685 cm3,Diesel,16 500
Hyundai,Santa Fe,2007,339 300 km,2 188 cm3,Diesel,3 990
Hyundai,I30,2017,99 800 km,1 353 cm3,Benzina,13 200
Hyundai,Santa Fe,2012,210 000 km,2 199 cm3,Diesel,9 800
Hyundai,i10,2023,9 750 km,998 cm3,Benzina,9 995
Hyundai,I30 Fastback,2019,61 339 km,1 353 cm3,Benzina,16 500
Hyundai,I30,2023,2 km,1 482 cm3,Benzina,27 692
Hyundai,Santa Fe,2017,127 000 km,2 199 cm3,Diesel,19 900
Hyundai,I30,2008,147 000 km,1 582 cm3,Diesel,3 999
Hyundai,Tucson Plug-in,2022,45 700 km,1 598 cm3,Hibrid Plug-In,37 000
Hyundai,I30 Fastback,2023,3 km,1 482 cm3,Hibrid,22 963
Hyundai,I30,2018,73 772 km,998 cm3,Benzina,11 990
Hyundai,i10,2012,254 000 km,1 086 cm3,Benzina,3 499
Hyundai,ix35,2010,287 000 km,1 995 cm3,Diesel,8 499
Hyundai,Santa Fe,2016,162 000 km,2 199 cm3,Diesel,20 500
Hyundai,Elantra,2019,72 016 km,1 591 cm3,Benzina,14 900
Hyundai,I30,2024,1 km,1 498 cm3,Benzina,14 299
Hyundai,Bayon,2023,5 km,998 cm3,Benzina,21 420
Hyundai,I30 Fastback,2023,8 658 km,1 482 cm3,Hibrid,19 600
Hyundai,Grand Santa,2016,120 000 km,2 199 cm3,Diesel,21 400
Hyundai,I30 i30cw,2010,197 000 km,1 396 cm3,Benzina,5 299
Hyundai,Santa Fe,2007,261 800 km,2 188 cm3,Diesel,4 990
Hyundai,i10,2015,90 150 km,998 cm3,Benzina,5 190
Hyundai,i40,2013,278 000 km,1 598 cm3,Diesel,6 450
Hyundai,ix35,2014,149 500 km,1 685 cm3,Diesel,9 990
Hyundai,i20,2016,124 622 km,1 248 cm3,Benzina,7 900
Hyundai,Santa Fe,2016,149 000 km,2 199 cm3,Diesel,17 750
Hyundai,Tucson blue,2018,131 000 km,1 685 cm3,Diesel,14 990
Hyundai,Tucson blue,2020,43 000 km,1 591 cm3,Benzina,19 000
Hyundai,i20,2014,124 000 km,1 368 cm3,Benzina,7 950
Hyundai,Santa Fe,2013,155 000 km,1 995 cm3,Diesel,12 900
Hyundai,Tucson,2021,117 000 km,1 598 cm3,Diesel,21 850
Hyundai,ix35,2014,208 121 km,1 995 cm3,Diesel,10 999
Hyundai,Tucson,2021,83 105 km,1 598 cm3,Hibrid Plug-In,31 990
Hyundai,ix35,2010,174 600 km,1 995 cm3,Diesel,9 999
Hyundai,KONA,2019,145 000 km,998 cm3,Benzina,13 450
Hyundai,I30,2011,193 000 km,1 396 cm3,Benzina,5 440
Hyundai,i20,2020,35 067 km,1 248 cm3,Benzina,11 448
Hyundai,ix35,2010,190 689 km,1 995 cm3,Diesel,8 050
Hyundai,Tucson blue,2017,182 000 km,1 685 cm3,Diesel,12 790
Hyundai,KONA,2019,210 000 km,1 598 cm3,Diesel,15 190
Hyundai,I30 N,2019,84 003 km,1 998 cm3,Benzina,20 499
Hyundai,i20,2014,149 000 km,1 248 cm3,Benzina,5 990
Hyundai,I30,2019,52 000 km,1 353 cm3,Benzina,15 500
Hyundai,Elantra,2019,97 000 km,1 591 cm3,Benzina,15 450
Hyundai,IONIQ Hybrid,2020,52 500 km,1 580 cm3,Hibrid,18 300
Hyundai,Santa Fe,2006,262 500 km,1 991 cm3,Diesel,3 190
Hyundai,Santa Fe,2019,145 325 km,2 199 cm3,Diesel,35 000
Hyundai,I30,2017,181 000 km,1 582 cm3,Diesel,8 500
Hyundai,I30,2012,163 000 km,1 396 cm3,Benzina,6 550
Hyundai,i20,2011,300 000 km,1 396 cm3,Diesel,2 950
Hyundai,Accent MC,2009,144 929 km,1 493 cm3,Diesel,3 400
Hyundai,i20,2014,147 000 km,1 248 cm3,Benzina,4 999
Hyundai,Tucson M-Hybrid,2023,8 798 km,1 598 cm3,Benzina,30 200
Hyundai,ix35,2010,171 258 km,1 998 cm3,Benzina,8 500
Hyundai,I30,2011,106 000 km,1 396 cm3,Benzina,6 650
Hyundai,i20,2010,122 000 km,1 396 cm3,Benzina,6 750
Hyundai,Santa Fe,2016,180 000 km,2 199 cm3,Diesel,17 600
Hyundai,i40,2012,313 000 km,1 685 cm3,Diesel,6 499
Hyundai,KONA,2018,93 254 km,998 cm3,Benzina,15 990
Hyundai,i20,2013,187 000 km,1 248 cm3,Benzina,4 490
Hyundai,I30 blue,2013,109 835 km,1 582 cm3,Diesel,8 650
Hyundai,Santa Fe,2010,214 000 km,2 199 cm3,Diesel,8 750
Hyundai,Elantra,2021,19 600 km,1 598 cm3,Benzina,14 899
Hyundai,Tucson,2018,78 300 km,1 995 cm3,Diesel,21 800
Hyundai,Tucson,2018,80 200 km,1 591 cm3,Benzina,16 500
Hyundai,Tucson,2019,58 500 km,1 598 cm3,Diesel,22 500
Hyundai,Santa Fe,2006,244 000 km,2 188 cm3,Diesel,4 200
Hyundai,Santa Fe,2021,97 308 km,2 151 cm3,Diesel,36 400
Hyundai,i20,2023,1 km,998 cm3,Benzina,15 230
Hyundai,i20,2019,58 281 km,1 248 cm3,Benzina,9 250
Hyundai,I30 N,2022,58 091 km,1 998 cm3,Benzina,27 990
Hyundai,IONIQ Plug-In,2020,64 600 km,1 580 cm3,Hibrid,20 800
Hyundai,I30,2008,178 000 km,1 591 cm3,Benzina,3 200
Hyundai,KONA,2023,1 km,1 580 cm3,Hibrid,31 987
Hyundai,Sonata,2007,188 000 km,1 991 cm3,Diesel,2 250
Hyundai,IONIQ Hybrid,2016,109 839 km,1 580 cm3,Hibrid,14 650
Hyundai,Tucson,2019,98 000 km,1 995 cm3,Diesel,21 990
Hyundai,Tucson,2018,180 800 km,1 685 cm3,Diesel,16 999
Hyundai,IONIQ Hybrid,2018,123 900 km,1 580 cm3,Hibrid,15 730
Hyundai,i10,2018,130 481 km,998 cm3,Benzina + GPL,7 449
Hyundai,Tucson Hybrid,2020,37 500 km,1 598 cm3,Hibrid,34 400
Hyundai,IONIQ Plug-In,2022,23 470 km,1 580 cm3,Hibrid Plug-In,25 599
Hyundai,KONA,2019,124 000 km,998 cm3,Benzina,14 637
Hyundai,Elantra,2021,33 448 km,1 598 cm3,Benzina,19 900
Hyundai,I30 Kombi,2019,85 000 km,1 582 cm3,Diesel,11 850
Hyundai,i20,2017,49 489 km,1 248 cm3,Benzina,8 600
Hyundai,ix35,2011,230 000 km,1 995 cm3,Diesel,8 300
Hyundai,IONIQ Plug-In,2020,98 000 km,1 580 cm3,Hibrid Plug-In,17 969
Hyundai,I30,2009,212 000 km,1 396 cm3,Benzina,3 650
Hyundai,i20,2017,39 420 km,1 248 cm3,Benzina,9 000
Hyundai,KONA,2018,153 000 km,998 cm3,Benzina,13 490
Hyundai,Tucson,2018,103 598 km,1 591 cm3,Benzina,17 590
Hyundai,Santa Fe,2019,144 781 km,2 199 cm3,Diesel,29 990
Hyundai,ix35,2015,179 416 km,1 995 cm3,Diesel,13 150
Hyundai,i40,2019,154 000 km,1 598 cm3,Diesel,13 750
Kia,Sportage,2018,142 572 km,1 591 cm3,Benzina,19 450
Kia,Sportage,2012,210 000 km,1 995 cm3,Diesel,9 550
Kia,Sportage,2015,177 100 km,1 995 cm3,Diesel,13 850
Kia,Optima Sportswagon,2019,185 250 km,1 598 cm3,Diesel,14 490
Kia,Sportage,2011,220 000 km,1 995 cm3,Diesel,11 499
Kia,Ceed,2009,200 000 km,1 591 cm3,Diesel,5 999
Kia,Sportage,2021,57 151 km,1 591 cm3,Benzina,24 990
Kia,Stinger,2021,29 046 km,3 342 cm3,Benzina,45 890
Kia,Sportage,2016,157 300 km,1 995 cm3,Diesel,14 200
Kia,Sportage,2024,55 km,1 598 cm3,Benzina,38 112
Kia,Sportage,2017,115 000 km,1 591 cm3,Benzina,18 700
Kia,Sportage,2012,217 000 km,1 685 cm3,Diesel,7 990
Kia,Sportage,2012,174 000 km,1 685 cm3,Diesel,9 990
Kia,Sportage,2018,170 000 km,1 591 cm3,Benzina,15 700
Kia,Ceed,2019,50 300 km,1 353 cm3,Benzina,14 550
Kia,Sportage,2018,129 425 km,1 598 cm3,Diesel,16 100
Kia,Sportage,2017,199 000 km,1 995 cm3,Diesel,16 800
Kia,Ceed,2019,99 000 km,1 353 cm3,Benzina,16 890
Kia,Sportage,2017,66 000 km,1 995 cm3,Diesel,23 800
Kia,Ceed,2016,156 000 km,1 396 cm3,Benzina,9 550
Kia,Sportage,2016,77 650 km,1 591 cm3,Benzina,14 550
Kia,Ceed Cee'd,2011,263 000 km,1 582 cm3,Diesel,3 990
Kia,Sportage,2016,214 000 km,1 995 cm3,Diesel,13 950
Kia,Sportage,2016,260 000 km,1 995 cm3,Diesel,10 999
Kia,Niro,2021,191 000 km,1 580 cm3,Hibrid Plug-In,16 300
Kia,Sportage,2014,150 000 km,1 685 cm3,Diesel,10 491
Kia,Optima,2013,187 700 km,1 999 cm3,Hibrid,10 990
Kia,Niro,2019,80 100 km,1 580 cm3,Hibrid,15 990
Kia,Sportage,2015,113 271 km,1 995 cm3,Diesel,14 000
Kia,Sportage,2015,176 000 km,1 685 cm3,Diesel,10 950
Kia,Sportage,2016,182 900 km,1 995 cm3,Diesel,11 900
Kia,Sportage,2016,102 000 km,1 685 cm3,Diesel,17 000
Kia,Stonic,2021,14 500 km,1 197 cm3,Benzina,14 500
Kia,Sportage,2023,10 km,1 598 cm3,Hibrid,48 876
Kia,Sportage,2016,262 018 km,1 995 cm3,Diesel,14 980
Kia,Sportage,2013,203 200 km,1 685 cm3,Diesel,10 490
Kia,Ceed Cee'd,2013,184 000 km,1 591 cm3,Benzina,8 990
Kia,Optima,2017,272 150 km,1 685 cm3,Diesel,9 990
Kia,Ceed,2013,227 000 km,1 582 cm3,Diesel,6 999
Kia,Ceed,2010,233 968 km,1 396 cm3,Benzina,4 399
Kia,Carens,2013,222 000 km,1 685 cm3,Diesel,7 999
Kia,Sportage,2012,269 000 km,1 995 cm3,Diesel,8 990
Kia,Ceed,2019,173 463 km,1 353 cm3,Benzina,11 848
Kia,Sportage,2023,1 km,1 598 cm3,Benzina,25 500
Kia,Sportage,2016,146 700 km,1 685 cm3,Diesel,13 500
Kia,Sorento,2020,27 000 km,1 598 cm3,Hibrid,44 000
Kia,Optima,2013,219 960 km,1 685 cm3,Diesel,8 990
Kia,Optima,2016,164 750 km,1 685 cm3,Diesel,14 490
Kia,Ceed,2015,244 479 km,1 582 cm3,Diesel,6 150
Kia,Ceed Cee'd,2017,46 700 km,1 368 cm3,Benzina,10 900
Kia,Sportage,2017,73 545 km,1 685 cm3,Diesel,13 900
Kia,Sportage,2010,339 000 km,1 995 cm3,Diesel,8 999
Kia,Sportage,2014,230 000 km,1 685 cm3,Diesel,11 690
Kia,Sportage,2007,237 000 km,1 991 cm3,Diesel,3 900
Kia,Niro,2017,132 000 km,1 580 cm3,Hibrid,16 990
Kia,Rio,2017,52 000 km,1 396 cm3,Diesel,9 490
Kia,Sportage,2018,180 000 km,1 995 cm3,Diesel,17 190
Kia,Sportage,2015,154 112 km,1 995 cm3,Diesel,13 999
Kia,XCeed,2019,211 000 km,1 598 cm3,Diesel,12 650
Kia,Pro Ceed,2019,110 000 km,1 598 cm3,Diesel,19 360
Kia,Sportage,2021,148 000 km,1 598 cm3,Diesel,18 990
Kia,Sportage,2018,47 460 km,1 685 cm3,Diesel,17 850
Kia,Sportage,2010,179 950 km,1 975 cm3,Benzina,7 000
Kia,Sportage,2014,204 351 km,1 591 cm3,Benzina,10 999
Kia,Ceed,2016,208 000 km,1 598 cm3,Diesel,9 700
Kia,Ceed,2015,122 500 km,1 582 cm3,Diesel,9 199
Kia,Pro Ceed,2019,149 000 km,1 353 cm3,Benzina,16 990
Kia,Sportage,2018,68 740 km,1 685 cm3,Diesel,18 200
Kia,Sportage,2019,67 600 km,1 598 cm3,Diesel,22 399
Kia,Ceed,2011,130 000 km,1 396 cm3,Benzina,6 330
Kia,Ceed,2011,121 000 km,1 396 cm3,Benzina,5 990
Kia,Ceed,2010,192 000 km,1 396 cm3,Benzina,5 950
Kia,Rio,2015,63 337 km,1 396 cm3,Diesel,8 499
Kia,Sportage,2012,218 092 km,1 995 cm3,Diesel,9 990
Kia,Sportage,2016,75 000 km,1 995 cm3,Diesel,15 450
Kia,Sportage,2012,233 370 km,1 685 cm3,Diesel,9 850
Kia,Sportage,2021,32 000 km,1 591 cm3,Benzina,26 000
Kia,Sportage,2017,105 446 km,1 685 cm3,Diesel,16 990
Kia,XCeed,2021,41 500 km,1 482 cm3,Benzina,21 498
Kia,Sportage,2012,271 385 km,1 995 cm3,Diesel,9 990
Kia,XCeed,2021,164 000 km,1 580 cm3,Hibrid Plug-In,18 494
Kia,Optima,2018,169 000 km,1 685 cm3,Diesel,14 999
Kia,Ceed,2020,107 862 km,1 368 cm3,Benzina,11 900
Kia,Sportage,2011,203 666 km,1 995 cm3,Diesel,10 990
Kia,Stinger,2018,56 000 km,1 998 cm3,Benzina,28 500
Kia,Ceed Cee'd,2016,234 953 km,1 582 cm3,Diesel,6 400
Kia,Ceed Cee'd,2016,236 949 km,1 582 cm3,Diesel,6 400
Kia,Sportage,2011,141 750 km,1 995 cm3,Diesel,11 999
Kia,XCeed,2020,46 900 km,1 580 cm3,Hibrid Plug-In,20 300
Kia,Sportage,2013,199 000 km,1 995 cm3,Diesel,11 499
Kia,Sportage,2020,93 000 km,1 598 cm3,Diesel,21 960
Kia,Sportage,2017,193 000 km,1 591 cm3,Benzina,14 900
Kia,Ceed Cee'd,2011,159 000 km,1 582 cm3,Diesel,5 200
Kia,Ceed Cee'd,2017,76 334 km,1 368 cm3,Benzina,11 650
Kia,Niro,2021,212 792 km,1 580 cm3,Hibrid,16 990
Kia,Stonic,2018,157 600 km,1 368 cm3,Benzina,9 999
Kia,Rio,2011,143 000 km,1 399 cm3,Benzina,3 599
Kia,Sorento,2010,321 000 km,2 199 cm3,Diesel,7 950
Kia,Sorento,2016,215 921 km,2 199 cm3,Diesel,17 450
Kia,Sportage,2015,185 608 km,1 685 cm3,Diesel,11 790
Kia,Sportage,2010,199 616 km,1 991 cm3,Diesel,6 490
Kia,Sportage,2018,245 000 km,1 685 cm3,Diesel,12 990
Kia,Sportage,2023,1 km,1 598 cm3,Hibrid,45 951
Kia,Sportage,2017,176 800 km,1 995 cm3,Diesel,17 990
Kia,XCeed,2023,500 km,1 580 cm3,Hibrid Plug-In,35 265
Kia,Sportage,2023,5 km,1 598 cm3,Benzina,26 227
Kia,XCeed,2023,5 km,1 482 cm3,Benzina,26 077
Kia,XCeed,2023,5 km,1 482 cm3,Benzina,25 724
Kia,Sportage,2023,5 km,1 598 cm3,Benzina,30 097
Kia,Stonic,2022,1 km,998 cm3,Benzina,19 692
Kia,Niro,2019,197 000 km,1 580 cm3,Hibrid,12 799
Kia,Sportage,2011,192 533 km,1 995 cm3,Diesel,11 850
Kia,Sportage,2016,107 500 km,1 995 cm3,Diesel,22 610
Kia,XCeed,2021,40 666 km,1 482 cm3,Benzina,20 407
Kia,Sportage,2011,220 000 km,1 685 cm3,Diesel,9 350
Kia,Sportage,2011,275 000 km,1 995 cm3,Diesel,10 900
Kia,Sportage,2017,204 000 km,1 685 cm3,Diesel,12 650
Kia,Ceed,2008,170 000 km,1 396 cm3,Benzina,2 800
Kia,Sportage,2019,89 600 km,1 995 cm3,Diesel,25 900
Kia,Ceed,2022,23 000 km,1 482 cm3,Benzina,17 300
Kia,Sorento,2014,174 000 km,2 199 cm3,Diesel,12 400
Kia,Ceed SW,2021,157 000 km,1 598 cm3,Diesel,13 700
Kia,Sportage,2011,260 000 km,1 995 cm3,Diesel,7 000
Kia,Sportage,2020,113 000 km,1 995 cm3,Diesel,23 990
Ford,Ranger Pick-Up,2016,167 000 km,3 198 cm3,Diesel,22 000
Ford,Kuga,2021,82 915 km,2 488 cm3,Hibrid Plug-In,26 949
Ford,Focus,2021,180 000 km,999 cm3,Benzina,10 990
Ford,Focus,2018,187 450 km,1 499 cm3,Diesel,11 590
Ford,Kuga,2017,141 437 km,1 997 cm3,Diesel,16 290
Ford,Focus,2022,67 000 km,999 cm3,Benzina,14 900
Ford,Mondeo,2019,55 000 km,1 499 cm3,Benzina,14 590
Ford,Mustang,2022,47 374 km,2 261 cm3,Benzina,41 300
Ford,Kuga,2014,192 365 km,1 997 cm3,Diesel,9 790
Ford,Focus,2008,360 000 km,1 560 cm3,Diesel,11 000
Ford,Kuga,2019,130 000 km,1 997 cm3,Diesel,16 990
Ford,Focus,2018,30 000 km,999 cm3,Benzina,12 300
Ford,Kuga,2009,264 363 km,1 997 cm3,Diesel,7 000
Ford,Ranger,2020,152 752 km,1 996 cm3,Diesel,34 950
Ford,Focus,2011,114 103 km,1 596 cm3,Benzina,6 500
Ford,Focus,2022,61 317 km,999 cm3,Benzina,14 900
Ford,EcoSport,2020,117 000 km,999 cm3,Benzina,12 950
Ford,Mondeo Vignale,2019,118 798 km,1 997 cm3,Diesel,19 489
Ford,Focus,2020,200 000 km,1 499 cm3,Diesel,9 990
Ford,Focus,2019,80 000 km,1 498 cm3,Diesel,12 990
Ford,Focus,2019,140 000 km,999 cm3,Benzina,12 490
Ford,Fiesta,2019,170 000 km,1 498 cm3,Diesel,7 491
Ford,Focus,2019,170 000 km,999 cm3,Benzina,11 490
Ford,Edge,2019,80 000 km,1 996 cm3,Diesel,25 990
Ford,Focus,2021,60 000 km,999 cm3,Benzina,12 990
Ford,Mondeo,2018,70 000 km,1 997 cm3,Diesel,17 989
Ford,Focus,2019,140 000 km,999 cm3,Benzina,12 490
Ford,S-Max,2008,211 059 km,1 997 cm3,Diesel,6 199
Ford,Mondeo,2019,80 000 km,1 999 cm3,Hibrid,17 990
Ford,Focus,2020,150 000 km,999 cm3,Benzina,9 996
Ford,Tourneo Courier,2018,103 167 km,1 498 cm3,Diesel,10 450
Ford,Edge,2018,100 000 km,1 997 cm3,Diesel,25 989
Ford,Kuga,2019,220 000 km,1 997 cm3,Diesel,14 990
Ford,Focus,2022,54 001 km,999 cm3,Benzina,14 900
Ford,Kuga,2023,1 km,2 488 cm3,Hibrid,30 923
Ford,Mondeo,2013,212 014 km,1 998 cm3,Diesel,6 450
Ford,Mondeo Turnier,2021,75 000 km,1 999 cm3,Hibrid,19 650
Ford,Kuga,2011,259 000 km,1 997 cm3,Diesel,8 499
Ford,Puma,2020,47 500 km,999 cm3,Benzina,15 500
Ford,Focus,2020,107 935 km,999 cm3,Benzina,10 995
Ford,Kuga,2018,16 000 km,1 499 cm3,Benzina,18 449
Ford,EcoSport,2022,1 km,999 cm3,Benzina,18 935
Ford,Transit,2011,338 000 km,2 198 cm3,Diesel,9 000
Ford,Mustang,2016,14 382 km,2 300 cm3,Benzina,24 499
Ford,Galaxy,2015,285 000 km,1 997 cm3,Diesel,8 599
Ford,F150,2020,39 949 km,3 496 cm3,Benzina,110 000
Ford,Transit Connect,2022,17 600 km,1 498 cm3,Diesel,26 775
Ford,Mondeo,2016,207 000 km,1 997 cm3,Diesel,9 900
Ford,Kuga,2018,100 000 km,1 997 cm3,Diesel,18 490
Ford,C-Max,2012,143 000 km,1 997 cm3,Diesel,6 200
Ford,Ranger Pick-Up,2023,1 km,1 996 cm3,Diesel,47 981
Ford,Focus,2017,155 300 km,999 cm3,Benzina,7 800
Ford,Fiesta,2016,125 675 km,1 498 cm3,Diesel,6 500
Ford,Edge,2019,165 000 km,1 997 cm3,Diesel,23 500
Ford,EcoSport,2018,26 100 km,1 499 cm3,Diesel,12 500
Ford,Focus,2008,209 000 km,1 560 cm3,Diesel,3 999
Ford,Kuga,2021,28 970 km,2 488 cm3,Hibrid Plug-In,28 489
Ford,EcoSport,2018,33 366 km,999 cm3,Benzina,12 690
Ford,Fiesta,2017,230 986 km,1 498 cm3,Diesel,7 800
Ford,Mondeo,2015,103 127 km,1 997 cm3,Diesel,12 500
Ford,Mondeo,2010,252 000 km,1 997 cm3,Diesel,4 990
Ford,Focus,2020,194 550 km,1 499 cm3,Diesel,10 800
Ford,Kuga,2022,18 344 km,1 996 cm3,Diesel,29 500
Ford,Focus,2016,157 100 km,1 596 cm3,Benzina,6 290
Ford,Focus,2012,196 793 km,1 560 cm3,Diesel,5 593
Ford,Puma,2020,115 330 km,999 cm3,Benzina,14 800
Ford,Mondeo,2017,164 000 km,1 997 cm3,Diesel,12 300
Ford,Mustang,2021,10 987 km,5 038 cm3,Benzina,56 300
Ford,S-Max,2020,148 213 km,1 997 cm3,Diesel,21 949
Ford,Mondeo,2020,61 178 km,1 999 cm3,Hibrid,22 610
Ford,Mondeo,2014,193 000 km,1 998 cm3,Diesel,9 999
Ford,Kuga,2020,150 000 km,1 499 cm3,Diesel,17 850
Ford,Tourneo Courier,2015,238 000 km,1 498 cm3,Diesel,6 990
Ford,Focus,2017,68 000 km,999 cm3,Benzina,9 200
Ford,Focus,2023,4 km,999 cm3,Benzina,26 828
Ford,Focus,2022,53 602 km,999 cm3,Benzina,14 900
Ford,Focus,2022,55 307 km,999 cm3,Benzina,14 900
Ford,Ranger Pick-Up,2023,1 km,1 996 cm3,Diesel,40 792
Ford,Focus,2024,1 km,2 261 cm3,Benzina,32 899
Ford,Puma,2021,84 522 km,999 cm3,Benzina,21 900
Ford,Focus,2012,193 000 km,1 998 cm3,Diesel,6 400
Ford,Kuga,2022,1 km,2 488 cm3,Benzina,41 899
Ford,Transit,2012,240 000 km,2 198 cm3,Diesel,7 999
Ford,Kuga,2023,1 km,2 488 cm3,Hibrid,39 350
Ford,Focus,2018,62 000 km,999 cm3,Benzina,9 300
Ford,Kuga,2020,180 000 km,1 498 cm3,Diesel,19 390
Ford,Tourneo Connect,2018,233 155 km,1 499 cm3,Diesel,16 648
Ford,Focus,2010,234 000 km,1 560 cm3,Diesel,3 500
Ford,Tourneo Connect,2018,168 706 km,1 499 cm3,Diesel,17 166
Ford,Focus,2009,175 055 km,1 560 cm3,Diesel,3 500
Ford,Focus,2019,122 740 km,1 499 cm3,Diesel,12 450
Ford,Raptor,2019,68 000 km,1 997 cm3,Diesel,38 675
Ford,Tourneo Custom,2019,90 900 km,1 995 cm3,Diesel,27 370
Ford,Tourneo Courier,2024,100 km,999 cm3,Benzina,24 871
Ford,Focus,2019,158 000 km,1 499 cm3,Diesel,10 889
Ford,Fiesta,2019,121 500 km,1 498 cm3,Diesel,7 700
Ford,Focus,2010,234 500 km,1 753 cm3,Diesel,3 699
Ford,Focus,2012,269 452 km,1 560 cm3,Diesel,5 999
Ford,Mondeo,2018,139 900 km,1 997 cm3,Diesel,14 518
Ford,Puma,2021,118 629 km,999 cm3,Benzina,16 450
Ford,Mustang,2022,10 500 km,5 038 cm3,Benzina,41 900
Ford,Tourneo Courier,2014,113 526 km,999 cm3,Benzina,7 950
Ford,Fiesta,2016,177 940 km,1 560 cm3,Diesel,5 948
Ford,Transit Custom,2018,66 500 km,1 996 cm3,Diesel,24 350
Ford,Mondeo,2019,171 214 km,1 997 cm3,Diesel,17 900
Ford,Kuga,2014,224 674 km,1 997 cm3,Diesel,10 980
Ford,Focus Turnier,2011,232 400 km,1 560 cm3,Diesel,4 900
Ford,S-Max,2011,226 591 km,1 997 cm3,Diesel,9 950
Ford,C-Max,2014,277 000 km,1 997 cm3,Diesel,5 250
Ford,Focus,2022,63 843 km,999 cm3,Benzina,13 990
